title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
Neon data,Contains processed indicidual data for woody data.,NA,NA,"plants, shrubs, trees, carbon cycle",CC-0,National Science Foundation,NEON Domain areas D01:D09,47.16582,-66.82463,17.95570,-99.11107,NA,2015-05-18,2018-11-16
